Name,Patronym,"Family name",Gender,Owns,"Attestation ID",ind.Name,ind.Patronym,"ind.Family name",ind.Gender,Biography,PID,Probability,"Museum no.",Duplicate,Publication,Archive,Type,Date,"Julian date","Place of writing",Has,"Cdli URL","Nabucco URL","Achemenet URL","Oracc URL","British Museum URL","Tablet ID",Role,Title,"Type and objects"
Bēl-iddin,Marduk-šumu-uṣur,Ēṭiru,Male,,57174,Bēl-iddin,Marduk-šumu-uṣur,Ēṭiru,Male,,19182,"highly probable","NY 51",,"Wunsch 2000b, no. 239","Egibi Nūr-Sîn","Legal document","08.[-].14 Dar I",508/507,Broken/Unclear,,-,https://nabucco.arts.kuleuven.be/item/29833,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328905,-,-,6744,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-iddin,Mušēzib-Marduk,Sîn-šadûnu,Male,,5213,Bēl-iddin,Mušēzib-Marduk,Sîn-šadûnu,Male,,653,"highly probable","VAT 140",,"Baker 2004, no. 139",Nappāhu,"Legal document","13.VIII.05 Dar I",517,Babylon,,https://cdli.ucla.edu/P371800,https://nabucco.arts.kuleuven.be/item/22660,,,,677,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-iddin,Nabû-gamil,Sūhāya,Male,,62307,Bēl-iddin,Nabû-gamil,Sūhāya,Male,,21499,"highly probable","BM 41432",,"Dar 409","Egibi Nūr-Sîn","Legal document","05.VIII.15 Dar I",507,Sippar,,-,https://nabucco.arts.kuleuven.be/item/29692,http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&1087349=409&l=a&c=1&t=1.4/1/24/1/1661236,,https://www.britishmuseum.org/collection/object/W_1881-0625-43,7379,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-iddin,Šāpik-zēri,Sîn-nāṣir,Male,,54512,Bēl-iddin,Šāpik-zēri,Sîn-nāṣir,Male,,19189,"highly probable","BM 30865",,"Wunsch 2000b, no. 44","Egibi Nūr-Sîn","Legal document","18.[-].14 Dar I",508/507,Babylon,,https://cdli.ucla.edu/P370914,https://nabucco.arts.kuleuven.be/item/29029,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328329,-,https://www.britishmuseum.org/collection/object/W_1876-1117-592,6422,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-iddin,Taqīš-Gula,,Male,,57172,Bēl-iddin,Taqīš-Gula,-,Male,,23808,"highly probable","NY 51",,"Wunsch 2000b, no. 239","Egibi Nūr-Sîn","Legal document","08.[-].14 Dar I",508/507,Broken/Unclear,,-,https://nabucco.arts.kuleuven.be/item/29833,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328905,-,-,6744,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-ikṣur,Bēl-ahhē-iqīša,Ea-eppēš-ilī,Male,,62310,Bēl-ikṣur,Bēl-ahhē-iqīša,Ea-eppēš-ilī,Male,,21273,"highly probable","BM 41432",,"Dar 409","Egibi Nūr-Sîn","Legal document","05.VIII.15 Dar I",507,Sippar,,-,https://nabucco.arts.kuleuven.be/item/29692,http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&1087349=409&l=a&c=1&t=1.4/1/24/1/1661236,,https://www.britishmuseum.org/collection/object/W_1881-0625-43,7379,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-ittannu,,,Male,,21817,-,-,-,-,-,-,"less probable","CBS 5376",,"BE 9, 1",Murašû,"Legal document","28.VII.01 Art II",404,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P261570,-,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2042423,-,-,2662,"sealer of the tablet
witness, regular (pāni)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-ittannu,Abī-ul-īde,,Male,,33457,-,-,-,-,-,-,"less probable","CBS 5292",,"BE 9, 49",Murašû,"Legal document","05.VII.36 Art I",429,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P261486,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043713,,,3853,"leaves fingernail marking(s)
lessee
sealer of the tablet",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-ittannu,Bēl-bullissu,,Male,,1059,-,-,-,-,-,-,"less probable","CBS 5205",,"Stolper 1985, no. 11",Murašû,"Legal document","10.III.40 Art I",425,Nippur,,https://cdli.ucla.edu/P261398,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486739,,,131,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-ittannu,Bēl-bullissu,,Male,,42776,-,-,-,-,-,-,"less probable","CBS 5305",,"BE 9, 86a",Murašû,"Legal document","[-].III.41 Art I",424,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P261499,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2044667,,,4934,"sealer of the tablet",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-ittannu,Nabû-uṣuršu,Šangû-Ea,Male,,54500,Bēl-ittannu,Nabû-uṣuršu,Šangû-Ea,Male,,536,"highly probable","BM 31524",,"Wunsch 2000b, no. 43","Egibi Nūr-Sîn","Legal document","13.II.10+[x] Dar I","after 512",Babylon,,-,https://nabucco.arts.kuleuven.be/item/29158,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328326,-,https://www.britishmuseum.org/collection/object/W_1876-1117-1251,6421,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-ittannu,Nidintu,Rabâ-ša-Ninurta,Male,,6778,Bēl-ittannu,Nidintu,Rabâ-ša-Ninurta,Male,,5980,"highly probable","BM 42301","BM 43669; BM 42311+","Jursa 1999, pp. 131-133","Šangû-Šamaš A","Legal document","01.XI.13 Dar I",508,Sippar,,-,https://nabucco.arts.kuleuven.be/item/33148,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1328158,,https://www.britishmuseum.org/collection/object/W_1881-0701-61,888,witness,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-nāṣir,Abī-ul-īde,,Male,,33460,-,-,-,-,-,-,"less probable","CBS 5292",,"BE 9, 49",Murašû,"Legal document","05.VII.36 Art I",429,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P261486,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2043713,,,3853,lessee,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-nāṣir,Marduk-šumu-uṣur,Rē’i-sīsê,Male,,62314,Bēl-nāṣir,Marduk-šumu-uṣur,Rē’i-sīsê,Male,,21521,"highly probable","BM 41432",,"Dar 409","Egibi Nūr-Sîn","Legal document","05.VIII.15 Dar I",507,Sippar,,-,https://nabucco.arts.kuleuven.be/item/29692,http://www.achemenet.com/fr/item/?/3349245==Strassmaier%20--Inschriften%20von%20Darius&1087349=409&l=a&c=1&t=1.4/1/24/1/1661236,,https://www.britishmuseum.org/collection/object/W_1881-0625-43,7379,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-nāṣir?,[...]-Bābu,,Male,,49791,-,-,-,-,-,-,"less probable","CBS 5220",,"BE 10, 112",Murašû,"Legal document","05.VII.06 Dar II",418,Nippur,Seals,https://cdli.ucla.edu/P261413,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133629,,,5799,lessee,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-natan,Issināya,,Male,,24244,-,-,-,-,-,-,"less probable","CBS 12833",,"PBS 2/1, no. 147",Murašû,"Legal document","11.VI.21 Dar II",404?,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P267434,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456988,,,2941,"guarantor
leaves fingernail marking(s)
lessee",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-rēmanni,Mušebši-Marduk,Šangû-Šamaš,Male,,6767,Bēl-rēmanni,Mušebši-Marduk,Šangû-Šamaš,Male,,5890,"highly probable","BM 42301","BM 43669; BM 42311+","Jursa 1999, pp. 131-133","Šangû-Šamaš A","Legal document","01.XI.13 Dar I",508,Sippar,,-,https://nabucco.arts.kuleuven.be/item/33148,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1328158,,https://www.britishmuseum.org/collection/object/W_1881-0701-61,888,lessee,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-šimânni,Nidintu,,Male,,1475,-,-,-,-,-,-,"less probable","CBS 12883",,"Stolper 1985, no. 22",Murašû,"Legal document","10.XII.26 Art I",438,Nippur,Seals,https://cdli.ucla.edu/P267484,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486792,,,188,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-uballiṭ,Nabû-iddin,Rab-banê,Male,,57175,Bēl-uballiṭ,Nabû-iddin,Rab-banê,Male,,548,"highly probable","NY 51",,"Wunsch 2000b, no. 239","Egibi Nūr-Sîn","Legal document","08.[-].14 Dar I",508/507,Broken/Unclear,,-,https://nabucco.arts.kuleuven.be/item/29833,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328905,-,-,6744,broken/unclear,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēl-zabad,Biṣāya,,Male,,22783,-,-,-,-,-,-,"less probable","CBS 5366",,"BE 10, 132",Murašû,"Legal document","29.III.13 Dar II",411,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261560,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133889,,,2734,"guarantor
leaves fingernail marking(s)
lessee",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēlessunu,,,Female,SmallCattle,48518,-,-,-,-,-,-,"less probable","CBS 5175",,"BE 10, 74",Murašû,"Legal document","28.VIII.03 Dar II",421,Broken/Unclear,"Seals, Epigraphs",https://cdli.ucla.edu/P261367,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133135,,,5642,lessor,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēlet-ēreš,Šamaš-uballiṭ,,Male,Land,54503,Bēlet-ēreš,Šamaš-uballiṭ,-,Male,,21544,"highly probable","BM 30865",,"Wunsch 2000b, no. 44","Egibi Nūr-Sîn","Legal document","18.[-].14 Dar I",508/507,Babylon,,https://cdli.ucla.edu/P370914,https://nabucco.arts.kuleuven.be/item/29029,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328329,-,https://www.britishmuseum.org/collection/object/W_1876-1117-592,6422,"co-owner
land owner",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēlet-ēreš,Šamaš-uballiṭ,,Male,Land,54538,Bēlet-ēreš,Šamaš-uballiṭ,-,Male,,21544,"highly probable","Liverpool 29-11-77, 20",,"Wunsch 2000b, no. 45","Egibi Nūr-Sîn","Legal document","16.I.14 Dar I",508,Babylon,,-,https://nabucco.arts.kuleuven.be/item/28960,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328332,-,-,6429,"co-owner
land owner",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēlet-ēreš,Šamaš-uballiṭ,,Male,Land,57165,Bēlet-ēreš,Šamaš-uballiṭ,-,Male,,21544,"highly probable","NY 51",,"Wunsch 2000b, no. 239","Egibi Nūr-Sîn","Legal document","08.[-].14 Dar I",508/507,Broken/Unclear,,-,https://nabucco.arts.kuleuven.be/item/29833,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328905,-,-,6744,lessor,-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēlšunu,,,Male,,22822,-,-,-,-,-,-,"less probable","CBS 5366",,"BE 10, 132",Murašû,"Legal document","29.III.13 Dar II",411,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261560,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133889,,,2734,"sealer of the tablet",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēlšunu,,,Male,,47534,-,-,-,-,-,-,"less probable","CBS 5501",,"BE 10, 54",Murašû,"Legal document","02.VIII.01 Dar II",423,Enlil-ašābšu-iqbi,Seals,https://cdli.ucla.edu/P261694,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132875,,,5506,"sealer of the tablet
witness, regular (pāni)","dayyānu ša Nār-Sîn","TypeLegal documentSubtypelease contract (ana sūti)"
Bēlšunu,Bēl-iddin,Šangû-Ninurta,Male,,54509,Bēlšunu,Bēl-iddin,Šangû-Ninurta,Male,,19242,"highly probable","BM 30865",,"Wunsch 2000b, no. 44","Egibi Nūr-Sîn","Legal document","18.[-].14 Dar I",508/507,Babylon,,https://cdli.ucla.edu/P370914,https://nabucco.arts.kuleuven.be/item/29029,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328329,-,https://www.britishmuseum.org/collection/object/W_1876-1117-592,6422,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēlšunu,Enlil-šumu-ukīn,,Male,,24265,-,-,-,-,-,-,"less probable","CBS 12833",,"PBS 2/1, no. 147",Murašû,"Legal document","11.VI.21 Dar II",404?,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P267434,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456988,,,2941,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēlšunu,Enlil-uballiṭ,,Male,,1480,-,-,-,-,-,-,"less probable","CBS 12883",,"Stolper 1985, no. 22",Murašû,"Legal document","10.XII.26 Art I",438,Nippur,Seals,https://cdli.ucla.edu/P267484,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486792,,,188,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēlšunu,Enlil-uballiṭ,,Male,,22432,-,-,-,-,-,-,"less probable","CBS 5265",,"BE 10, 130",Murašû,"Legal document","22.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261459,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133863,,,2665,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēlšunu,Enlil-uballiṭ,,Male,,23122,-,-,-,-,-,-,"less probable","CBS 12826",,"PBS 2/1, 145",Murašû,"Legal document","21.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P267427,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456982,,,2746,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēlšunu,Enlil-uballiṭ,,Male,,24187,-,-,-,-,-,-,"less probable","CBS 12839",,"PBS 2/1, 146",Murašû,"Legal document","21.VI.11 Dar II",413,Nippur,"Seals, Epigraphs",https://cdli.ucla.edu/P267440,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456985,,,2815,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēlšunu,Enlil-[...],,Male,,1183,-,-,-,-,-,-,"less probable","CBS 5186",,"Stolper 1985, no. 16",Murašû,"Legal document","20+[x].VI.34 Art I",431,Broken/Unclear,"Epigraphs, Fingernails",https://cdli.ucla.edu/P261378,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486754,,,147,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bēlšunu,Ninurta-uballiṭ,,Male,,22543,-,-,-,-,-,-,"less probable","CBS 5173",,"BE 10, 131",Murašû,"Legal document","22.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261329,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133876,,,2704,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Biba,[Ea-id]din,,Male,,37360,-,-,-,-,-,-,"less probable","CBS 5415",,"BE 9, 65",Murašû,"Legal document","28.[-].38 Art I",427/426,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P261609,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2044118,,,4240,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bibānu,Taddinu,,Male,,1473,-,-,-,-,-,-,"less probable","CBS 12883",,"Stolper 1985, no. 22",Murašû,"Legal document","10.XII.26 Art I",438,Nippur,Seals,https://cdli.ucla.edu/P267484,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486792,,,188,"lessee
sealer of the tablet",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bibāya,Barik-Tammeš,,Male,,24274,-,-,-,-,-,-,"less probable","CBS 12833",,"PBS 2/1, no. 147",Murašû,"Legal document","11.VI.21 Dar II",404?,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P267434,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456988,,,2941,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Bibāya,Šumu-iddin,,Male,,49303,-,-,-,-,-,-,"less probable","CBS 5503",,"BE 10, 99",Murašû,"Legal document","18.II.05 Dar II",419,Hašbāya,"Seals, Epigraphs",https://cdli.ucla.edu/P261696,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133460,,,5737,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Cambyses,,,Male,,22174,Cambyses,-,-,Male,,16420,"highly probable","HS 581",,"Joannès 1989, p. 206","Ea-ilūtu-bāni, Ilī-bāni, Nanāhu","Legal document","04.V.02 Cam",528,Borsippa,,,https://nabucco.arts.kuleuven.be/item/25336,,,,460,"king in date","šar Bābili u mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Cambyses,,,Male,,55896,Cambyses,-,-,Male,,16420,"highly probable","Ash. 1937.634",,"Zilberg 2019, p. 484","Carian archive","Legal document","06.X.07 Cam",522,Bannēšāya,,https://cdli.ucla.edu/P385417,,,,,6593,"king in date","šar Bābili u mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Dahiltā,Hazā-il,,Male,,22837,-,-,-,-,-,-,"less probable","CBS 12826",,"PBS 2/1, 145",Murašû,"Legal document","21.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P267427,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456982,,,2746,"guarantor
leaves fingernail marking(s)
lessee",-,"TypeLegal documentSubtypelease contract (ana sūti)"
Daltanī,Ninurta-ēṭir,,Male,,40459,-,-,-,-,-,-,"less probable","CBS 5419",,"BE 9, 72",Murašû,"Legal document","15.VI.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P261613,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2044309,,,4693,"witness, regular (mukinnu)",ardu,"TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,12026,Darius,-,-,Male,,16371,"highly probable","VAT 140",,"Baker 2004, no. 139",Nappāhu,"Legal document","13.VIII.05 Dar I",517,Babylon,,https://cdli.ucla.edu/P371800,https://nabucco.arts.kuleuven.be/item/22660,,,,677,"king in date","šar Bābili šar mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,12545,Darius,-,-,Male,,16371,"highly probable","BM 42301","BM 43669; BM 42311+","Jursa 1999, pp. 131-133","Šangû-Šamaš A","Legal document","01.XI.13 Dar I",508,Sippar,,-,https://nabucco.arts.kuleuven.be/item/33148,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/autres-archives-privees/1328158,,https://www.britishmuseum.org/collection/object/W_1881-0701-61,888,"king in date","šar Bābili šar mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,22444,-,-,-,-,-,-,"less probable","CBS 5265",,"BE 10, 130",Murašû,"Legal document","22.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261459,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133863,,,2665,"king in date","šar mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,22552,-,-,-,-,-,-,"less probable","CBS 5173",,"BE 10, 131",Murašû,"Legal document","22.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261329,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133876,,,2704,"king in date","šar mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,22819,-,-,-,-,-,-,"less probable","CBS 5366",,"BE 10, 132",Murašû,"Legal document","29.III.13 Dar II",411,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P261560,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133889,,,2734,"king in date","šar mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,23131,-,-,-,-,-,-,"less probable","CBS 12826",,"PBS 2/1, 145",Murašû,"Legal document","21.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P267427,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456982,,,2746,"king in date","šar mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,24211,-,-,-,-,-,-,"less probable","CBS 12839",,"PBS 2/1, 146",Murašû,"Legal document","21.VI.11 Dar II",413,Nippur,"Seals, Epigraphs",https://cdli.ucla.edu/P267440,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456985,,,2815,"king in date","šar mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,24286,-,-,-,-,-,-,"less probable","CBS 12833",,"PBS 2/1, no. 147",Murašû,"Legal document","11.VI.21 Dar II",404?,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P267434,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456988,,,2941,"king in date","šar mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,24805,-,-,-,-,-,-,"less probable","CBS 12870",,"PBS 2/1, no. 148",Murašû,"Legal document","25.VI.11 Dar II",413,Nippur,"Seals, Epigraphs, Fingernails",https://cdli.ucla.edu/P267471,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3456991,,,2944,"king in date","šar mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,47146,-,-,-,-,-,-,"less probable","CBS 5349",,"BE 10, 43",Murašû,"Legal document","15.VI.01 Dar II",423,Nippur,,https://cdli.ucla.edu/P261543,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132732,,,5460,"king in date","šar mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,47521,-,-,-,-,-,-,"less probable","CBS 5268",,"BE 10, 53",Murašû,"Legal document","12.VII.01 Dar II",423,Nippur,"Seals, Fingernails",https://cdli.ucla.edu/P261462,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132862,,,5504,"king in date","šar mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,47544,-,-,-,-,-,-,"less probable","CBS 5501",,"BE 10, 54",Murašû,"Legal document","02.VIII.01 Dar II",423,Enlil-ašābšu-iqbi,Seals,https://cdli.ucla.edu/P261694,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2132875,,,5506,"king in date","šar mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,48888,-,-,-,-,-,-,"less probable","CBS 5368",,"BE 10, 79",Murašû,"Legal document","14.XII.03 Dar II",420,Nippur,Seals,https://cdli.ucla.edu/P261562,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133200,,,5694,"king in date","šar mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,49317,-,-,-,-,-,-,"less probable","CBS 5503",,"BE 10, 99",Murašû,"Legal document","18.II.05 Dar II",419,Hašbāya,"Seals, Epigraphs",https://cdli.ucla.edu/P261696,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/2133460,,,5737,"king in date","šar mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,54501,Darius,-,-,Male,,16371,"highly probable","BM 31524",,"Wunsch 2000b, no. 43","Egibi Nūr-Sîn","Legal document","13.II.10+[x] Dar I","after 512",Babylon,,-,https://nabucco.arts.kuleuven.be/item/29158,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328326,-,https://www.britishmuseum.org/collection/object/W_1876-1117-1251,6421,"king in date",broken/unclear,"TypeLegal documentSubtypelease contract (ana sūti)"
Darius,,,Male,,54514,Darius,-,-,Male,,16371,"highly probable","BM 30865",,"Wunsch 2000b, no. 44","Egibi Nūr-Sîn","Legal document","18.[-].14 Dar I",508/507,Babylon,,https://cdli.ucla.edu/P370914,https://nabucco.arts.kuleuven.be/item/29029,http://www.achemenet.com/en/item/?/textual-sources/texts-by-publication/Wunsch_CM_20/1328329,-,https://www.britishmuseum.org/collection/object/W_1876-1117-592,6422,"king in date","šar Bābili u mātāti","TypeLegal documentSubtypelease contract (ana sūti)"
