Name,Patronym,"Family name",Gender,Owns,"Attestation ID",ind.Name,ind.Patronym,"ind.Family name",ind.Gender,Biography,PID,Probability,"Museum no.",Duplicate,Publication,Archive,Type,Date,"Julian date","Place of writing",Has,"Cdli URL","Nabucco URL","Achemenet URL","Oracc URL","British Museum URL","Tablet ID",Role,Title,"Type and objects"
Artaxerxes,,,Male,,8341,-,-,-,-,-,-,"less probable","CBS 12998","CBS 4999","Stolper 1985, no. 15",Murašû,"Legal document","[25].[VII].[40] [Art I]",[425],Nippur,,https://cdli.ucla.edu/P267602,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486751,,,145,"king in date","šar mātāti","TypeLegal documentSubtypesub-lease contract (ana sūti)"
Artaxerxes,,,Male,,8343,-,-,-,-,-,-,"less probable","CBS 12892",,"Stolper 1985, no. 17",Murašû,"Legal document","30.III.31 Art I",434,Nippur,,https://cdli.ucla.edu/P267493,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486757,,,148,"king in date","šar mātāti","TypeLegal documentSubtypesub-lease contract (ana sūti)"
Artaxerxes,,,Male,,8347,-,-,-,-,-,-,"less probable","CBS 12861",,"Stolper 1985, no. 19",Murašû,"Legal document","01.III.38 Art I",427,Nippur,,https://cdli.ucla.edu/P267462,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486763,,,151,"king in date","šar mātāti","TypeLegal documentSubtypesub-lease contract (ana sūti)"
Artaxerxes,,,Male,,9803,-,-,-,-,-,-,"less probable","CBS 12894",,"Stolper 1985, no. 27",Murašû,"Legal document","25.VII.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P267495,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486807,,,217,"king in date","šar mātāti","TypeLegal documentSubtypesub-lease contract (ana sūti)"
Balāṭu,[Bēl]šunu,,Male,,1121,-,-,-,-,-,-,"less probable","CBS 5174+",,"Stolper 1985, no. 13",Murašû,"Legal document","[-].III?.38 Art I",427,Broken/Unclear,,https://cdli.ucla.edu/P261366,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486745,,,140,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Bānia,Barik-il,,Male,,1197,-,-,-,-,-,-,"less probable","CBS 12892",,"Stolper 1985, no. 17",Murašû,"Legal document","30.III.31 Art I",434,Nippur,,https://cdli.ucla.edu/P267493,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486757,,,148,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Bēl-bullissu,[Tat]tannu,,Male,,1214,-,-,-,-,-,-,"less probable","CBS 12861",,"Stolper 1985, no. 19",Murašû,"Legal document","01.III.38 Art I",427,Nippur,,https://cdli.ucla.edu/P267462,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486763,,,151,sub-lessee,-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Bēl-ibni,,,Male,Field,1155,-,-,-,-,-,-,"less probable","CBS 4999","CBS 12998","Stolper 1985, no. 14",Murašû,"Legal document","25.VII.40 [Art I]",[425],Nippur,Seals,https://cdli.ucla.edu/P261192,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486748,,,142,"land owner",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Bēlā,,,Male,Field,1159,-,-,-,-,-,-,"less probable","CBS 4999","CBS 12998","Stolper 1985, no. 14",Murašû,"Legal document","25.VII.40 [Art I]",[425],Nippur,Seals,https://cdli.ucla.edu/P261192,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486748,,,142,"land owner",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Bēlā,,,Male,Field,1165,-,-,-,-,-,-,"less probable","CBS 12998","CBS 4999","Stolper 1985, no. 15",Murašû,"Legal document","[25].[VII].[40] [Art I]",[425],Nippur,,https://cdli.ucla.edu/P267602,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486751,,,145,"land owner",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Bēlšunu,Bēl-ittannu,,Male,,895,-,-,-,-,-,-,"less probable","CBS 12864",,"Stolper 1985, no. 3",Murašû,"Legal document","20.I.[22] Art I",[443],Nippur,Epigraphs,https://cdli.ucla.edu/P267465,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484101,,,110,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Bēlšunu,[...],,Male,,845,-,-,-,-,-,-,"less probable","CBS 4993+",,"Stolper 1985, no. 2",Murašû,"Legal document","05.V.[24] [Art I]",[441],Nippur,,https://cdli.ucla.edu/P261186,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484098,,,106,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
