Name,Patronym,"Family name",Gender,Owns,"Attestation ID",ind.Name,ind.Patronym,"ind.Family name",ind.Gender,Biography,PID,Probability,"Museum no.",Duplicate,Publication,Archive,Type,Date,"Julian date","Place of writing",Has,"Cdli URL","Nabucco URL","Achemenet URL","Oracc URL","British Museum URL","Tablet ID",Role,Title,"Type and objects"
Bibāya,Ea-iddin,,Male,,1109,-,-,-,-,-,-,"less probable","CBS 5174+",,"Stolper 1985, no. 13",Murašû,"Legal document","[-].III?.38 Art I",427,Broken/Unclear,,https://cdli.ucla.edu/P261366,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486745,,,140,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Dārpar[nā],[...],,Male,,1635,-,-,-,-,-,-,"less probable","CBS 12939",,"Stolper 1985, no. 25",Murašû,"Legal document",-,-,Broken/Unclear,Seals,https://cdli.ucla.edu/P267542,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486801,,,215,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Enlil-hātin,[Murašû],,Male,SmallCattle,868,-,-,-,-,-,-,"less probable","CBS 12864",,"Stolper 1985, no. 3",Murašû,"Legal document","20.I.[22] Art I",[443],Nippur,Epigraphs,https://cdli.ucla.edu/P267465,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484101,,,110,sub-lessee,-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Enlil-māku-pitin,,,Male,,1195,-,-,-,-,-,-,"less probable","CBS 12892",,"Stolper 1985, no. 17",Murašû,"Legal document","30.III.31 Art I",434,Nippur,,https://cdli.ucla.edu/P267493,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486757,,,148,"sealer of the tablet
sub-lessee",ardu,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Enlil-mukīn-apli,Kāṣiru,,Male,,1232,-,-,-,-,-,-,"less probable","CBS 12861",,"Stolper 1985, no. 19",Murašû,"Legal document","01.III.38 Art I",427,Nippur,,https://cdli.ucla.edu/P267462,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486763,,,151,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Enlil-šumu-iddin,,,Male,,1103,-,-,-,-,-,-,"less probable","CBS 5174+",,"Stolper 1985, no. 13",Murašû,"Legal document","[-].III?.38 Art I",427,Broken/Unclear,,https://cdli.ucla.edu/P261366,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486745,,,140,sub-lessor,-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Enlil-šumu-iddin,,,Male,,1633,-,-,-,-,-,-,"less probable","CBS 12939",,"Stolper 1985, no. 25",Murašû,"Legal document",-,-,Broken/Unclear,Seals,https://cdli.ucla.edu/P267542,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486801,,,215,sub-lessor,-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Enlil-šumu-iddin,Murašû,,Male,,1652,-,-,-,-,-,-,"less probable","CBS 12894",,"Stolper 1985, no. 27",Murašû,"Legal document","25.VII.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P267495,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486807,,,217,sub-lessor,-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Enlil-šumu-iddin,[Murašû],,Male,SlaveAgent,1129,-,-,-,-,-,-,"less probable","CBS 4999","CBS 12998","Stolper 1985, no. 14",Murašû,"Legal document","25.VII.40 [Art I]",[425],Nippur,Seals,https://cdli.ucla.edu/P261192,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486748,,,142,sub-lessor,-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Enlil-šumu-iddin,[Murašû],,Male,SlaveAgent,1160,-,-,-,-,-,-,"less probable","CBS 12998","CBS 4999","Stolper 1985, no. 15",Murašû,"Legal document","[25].[VII].[40] [Art I]",[425],Nippur,,https://cdli.ucla.edu/P267602,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486751,,,145,sub-lessor,-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Enlil-šumu-iddin,[Muraš]û,,Male,"Cattle, SmallCattle",823,-,-,-,-,-,-,"less probable","CBS 4993+",,"Stolper 1985, no. 2",Murašû,"Legal document","05.V.[24] [Art I]",[441],Nippur,,https://cdli.ucla.edu/P261186,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484098,,,106,sub-lessee,-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Enlil-šumu-iddin,[Mur]ašû,,Male,,1734,-,-,-,-,-,-,"less probable","CBS 12861",,"Stolper 1985, no. 19",Murašû,"Legal document","01.III.38 Art I",427,Nippur,,https://cdli.ucla.edu/P267462,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486763,,,151,sub-lessor,-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Enlil-šumu-iddin,[Mu]rašû,,Male,SlaveAgent,1196,-,-,-,-,-,-,"less probable","CBS 12892",,"Stolper 1985, no. 17",Murašû,"Legal document","30.III.31 Art I",434,Nippur,,https://cdli.ucla.edu/P267493,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486757,,,148,sub-lessor,-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Enlil-uballiṭ,[...]-il,,Male,Field,879,-,-,-,-,-,-,"less probable","CBS 12864",,"Stolper 1985, no. 3",Murašû,"Legal document","20.I.[22] Art I",[443],Nippur,Epigraphs,https://cdli.ucla.edu/P267465,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484101,,,110,"land owner",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Erība-Enlil,Enlil-bānī,,Male,,1138,-,-,-,-,-,-,"less probable","CBS 4999","CBS 12998","Stolper 1985, no. 14",Murašû,"Legal document","25.VII.40 [Art I]",[425],Nippur,Seals,https://cdli.ucla.edu/P261192,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486748,,,142,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Erība-Enlil,Enlil-bānī,,Male,,1661,-,-,-,-,-,-,"less probable","CBS 12894",,"Stolper 1985, no. 27",Murašû,"Legal document","25.VII.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P267495,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486807,,,217,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Erība-Enlil,[Enlil-bānī],,Male,,1119,-,-,-,-,-,-,"less probable","CBS 5174+",,"Stolper 1985, no. 13",Murašû,"Legal document","[-].III?.38 Art I",427,Broken/Unclear,,https://cdli.ucla.edu/P261366,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486745,,,140,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Erībāya,Ni[nurta-iddin],,Male,,1229,-,-,-,-,-,-,"less probable","CBS 12861",,"Stolper 1985, no. 19",Murašû,"Legal document","01.III.38 Art I",427,Nippur,,https://cdli.ucla.edu/P267462,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486763,,,151,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Harmahī,,,Male,,1653,-,-,-,-,-,-,"less probable","CBS 12894",,"Stolper 1985, no. 27",Murašû,"Legal document","25.VII.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P267495,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486807,,,217,broken/unclear,ardu,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Iddin-Enlil,Kī-[...],,Male,,896,-,-,-,-,-,-,"less probable","CBS 12864",,"Stolper 1985, no. 3",Murašû,"Legal document","20.I.[22] Art I",[443],Nippur,Epigraphs,https://cdli.ucla.edu/P267465,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484101,,,110,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Ilī-puhhir,Aqria,,Male,,1212,-,-,-,-,-,-,"less probable","CBS 12861",,"Stolper 1985, no. 19",Murašû,"Legal document","01.III.38 Art I",427,Nippur,,https://cdli.ucla.edu/P267462,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486763,,,151,sub-lessee,-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Imbi-Sîn,Sîn-rām,,Male,,891,-,-,-,-,-,-,"less probable","CBS 12864",,"Stolper 1985, no. 3",Murašû,"Legal document","20.I.[22] Art I",[443],Nippur,Epigraphs,https://cdli.ucla.edu/P267465,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484101,,,110,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Imbia,Kidinnu,,Male,,1667,-,-,-,-,-,-,"less probable","CBS 12894",,"Stolper 1985, no. 27",Murašû,"Legal document","25.VII.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P267495,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486807,,,217,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Kāṣiru,Bēl-nāṣir,,Male,SmallCattle,870,-,-,-,-,-,-,"less probable","CBS 12864",,"Stolper 1985, no. 3",Murašû,"Legal document","20.I.[22] Art I",[443],Nippur,Epigraphs,https://cdli.ucla.edu/P267465,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484101,,,110,"sealer of the tablet
sub-lessor","šaknu ša šušānē ša mārē hisannu","TypeLegal documentSubtypesub-lease contract (ana sūti)"
Kidinnu,Enlil-iqīša,,Male,"Field, Horse",893,-,-,-,-,-,-,"less probable","CBS 12864",,"Stolper 1985, no. 3",Murašû,"Legal document","20.I.[22] Art I",[443],Nippur,Epigraphs,https://cdli.ucla.edu/P267465,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484101,,,110,"land owner
witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Lâbâši,Nādinu,,Male,,1123,-,-,-,-,-,-,"less probable","CBS 5174+",,"Stolper 1985, no. 13",Murašû,"Legal document","[-].III?.38 Art I",427,Broken/Unclear,,https://cdli.ucla.edu/P261366,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486745,,,140,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Lâbâši,Nādinu,,Male,,1228,-,-,-,-,-,-,"less probable","CBS 12861",,"Stolper 1985, no. 19",Murašû,"Legal document","01.III.38 Art I",427,Nippur,,https://cdli.ucla.edu/P267462,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486763,,,151,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Libluṭ,Lā-qīpu,,Male,Field,881,-,-,-,-,-,-,"less probable","CBS 12864",,"Stolper 1985, no. 3",Murašû,"Legal document","20.I.[22] Art I",[443],Nippur,Epigraphs,https://cdli.ucla.edu/P267465,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484101,,,110,"land owner",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Libluṭ,Lâbâši,,Male,,1131,-,-,-,-,-,-,"less probable","CBS 4999","CBS 12998","Stolper 1985, no. 14",Murašû,"Legal document","25.VII.40 [Art I]",[425],Nippur,Seals,https://cdli.ucla.edu/P261192,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486748,,,142,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Libluṭ,Lâbâši,,Male,,1654,-,-,-,-,-,-,"less probable","CBS 12894",,"Stolper 1985, no. 27",Murašû,"Legal document","25.VII.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P267495,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486807,,,217,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Libluṭ,Ša-pî-kalbi,,Male,,1211,-,-,-,-,-,-,"less probable","CBS 12861",,"Stolper 1985, no. 19",Murašû,"Legal document","01.III.38 Art I",427,Nippur,,https://cdli.ucla.edu/P267462,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486763,,,151,sub-lessee,-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Lisāya,Arad-Ninurta,,Male,,900,-,-,-,-,-,-,"less probable","CBS 12864",,"Stolper 1985, no. 3",Murašû,"Legal document","20.I.[22] Art I",[443],Nippur,Epigraphs,https://cdli.ucla.edu/P267465,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484101,,,110,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Mannu-kī-Nanāya,Iqīšāya,,Male,,894,-,-,-,-,-,-,"less probable","CBS 12864",,"Stolper 1985, no. 3",Murašû,"Legal document","20.I.[22] Art I",[443],Nippur,Epigraphs,https://cdli.ucla.edu/P267465,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484101,,,110,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Manuš[tā]n,,,Male,SlaveAgent,4141,-,-,-,-,-,-,"less probable","CBS 12894",,"Stolper 1985, no. 27",Murašû,"Legal document","25.VII.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P267495,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486807,,,217,"passive (mentioned in relation to sb or sth else)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Marduk-iddin,,,Male,Field,9797,-,-,-,-,-,-,"less probable","CBS 12894",,"Stolper 1985, no. 27",Murašû,"Legal document","25.VII.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P267495,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486807,,,217,"land owner",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Mīnu-<ana->Bēl-dān,Ea-iddin,,Male,,1111,-,-,-,-,-,-,"less probable","CBS 5174+",,"Stolper 1985, no. 13",Murašû,"Legal document","[-].III?.38 Art I",427,Broken/Unclear,,https://cdli.ucla.edu/P261366,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486745,,,140,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Mušēzib-Bēl,,,Male,Field,1158,-,-,-,-,-,-,"less probable","CBS 4999","CBS 12998","Stolper 1985, no. 14",Murašû,"Legal document","25.VII.40 [Art I]",[425],Nippur,Seals,https://cdli.ucla.edu/P261192,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486748,,,142,"land owner",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Nādinu,Iqīšāya,,Male,,1117,-,-,-,-,-,-,"less probable","CBS 5174+",,"Stolper 1985, no. 13",Murašû,"Legal document","[-].III?.38 Art I",427,Broken/Unclear,,https://cdli.ucla.edu/P261366,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486745,,,140,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Nādinu,Iqīšāya,,Male,,1136,-,-,-,-,-,-,"less probable","CBS 4999","CBS 12998","Stolper 1985, no. 14",Murašû,"Legal document","25.VII.40 [Art I]",[425],Nippur,Seals,https://cdli.ucla.edu/P261192,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486748,,,142,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Nādinu,Iqīšāya,,Male,,1660,-,-,-,-,-,-,"less probable","CBS 12894",,"Stolper 1985, no. 27",Murašû,"Legal document","25.VII.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P267495,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486807,,,217,"sealer of the tablet
witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Ninurta-ahu-iddin,[...],,Male,,898,-,-,-,-,-,-,"less probable","CBS 12864",,"Stolper 1985, no. 3",Murašû,"Legal document","20.I.[22] Art I",[443],Nippur,Epigraphs,https://cdli.ucla.edu/P267465,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484101,,,110,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Ninurta-ahu-iddin,[...],,Male,,1637,-,-,-,-,-,-,"less probable","CBS 12939",,"Stolper 1985, no. 25",Murašû,"Legal document",-,-,Broken/Unclear,Seals,https://cdli.ucla.edu/P267542,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486801,,,215,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Ninurta-iddin,[Ninurta-erība],,Male,,851,-,-,-,-,-,-,"less probable","CBS 4993+",,"Stolper 1985, no. 2",Murašû,"Legal document","05.V.[24] [Art I]",[441],Nippur,,https://cdli.ucla.edu/P261186,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484098,,,106,"witness, regular (mukinnu)","šaknu ša Nippur","TypeLegal documentSubtypesub-lease contract (ana sūti)"
Ninurta-mutīr-gimilli,,,Male,,1698,-,-,-,-,-,-,"less probable","CBS 12939",,"Stolper 1985, no. 25",Murašû,"Legal document",-,-,Broken/Unclear,Seals,https://cdli.ucla.edu/P267542,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486801,,,215,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Ninurta-nādin,,,Male,,1634,-,-,-,-,-,-,"less probable","CBS 12939",,"Stolper 1985, no. 25",Murašû,"Legal document",-,-,Broken/Unclear,Seals,https://cdli.ucla.edu/P267542,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486801,,,215,broken/unclear,-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Ninurta-nādin-šumi,Uballissu-Marduk,,Male,,1199,-,-,-,-,-,-,"less probable","CBS 12892",,"Stolper 1985, no. 17",Murašû,"Legal document","30.III.31 Art I",434,Nippur,,https://cdli.ucla.edu/P267493,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486757,,,148,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Ninurta-nāṣir,Arad-Enlil,,Male,,1668,Ninurta-nāṣir,Arad-Enlil,-,Male,,21440,"highly probable","CBS 12894",,"Stolper 1985, no. 27",Murašû,"Legal document","25.VII.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P267495,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486807,,,217,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Ninurta-nāṣir,Nabû-ahhē-iddin,,Male,,1659,-,-,-,-,-,-,"less probable","CBS 12894",,"Stolper 1985, no. 27",Murašû,"Legal document","25.VII.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P267495,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486807,,,217,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Ninurta-nāṣir,[...],,Male,,1135,-,-,-,-,-,-,"less probable","CBS 4999","CBS 12998","Stolper 1985, no. 14",Murašû,"Legal document","25.VII.40 [Art I]",[425],Nippur,Seals,https://cdli.ucla.edu/P261192,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486748,,,142,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Ninurta-uballiṭ,Ninurta-ahu-iddin,,Male,Field,884,-,-,-,-,-,-,"less probable","CBS 12864",,"Stolper 1985, no. 3",Murašû,"Legal document","20.I.[22] Art I",[443],Nippur,Epigraphs,https://cdli.ucla.edu/P267465,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484101,,,110,"land owner",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Parsarutu,,,Male,Field,1219,-,-,-,-,-,-,"less probable","CBS 12861",,"Stolper 1985, no. 19",Murašû,"Legal document","01.III.38 Art I",427,Nippur,,https://cdli.ucla.edu/P267462,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486763,,,151,"land owner",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Pitria,,,Male,Field,1223,-,-,-,-,-,-,"less probable","CBS 12861",,"Stolper 1985, no. 19",Murašû,"Legal document","01.III.38 Art I",427,Nippur,,https://cdli.ucla.edu/P267462,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486763,,,151,"land owner",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Rībātu,Niqūdu,,Male,,1200,-,-,-,-,-,-,"less probable","CBS 12892",,"Stolper 1985, no. 17",Murašû,"Legal document","30.III.31 Art I",434,Nippur,,https://cdli.ucla.edu/P267493,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486757,,,148,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Rībātu,[Bēl-erī]ba,,Male,,1126,-,-,-,-,-,-,"less probable","CBS 4999","CBS 12998","Stolper 1985, no. 14",Murašû,"Legal document","25.VII.40 [Art I]",[425],Nippur,Seals,https://cdli.ucla.edu/P261192,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486748,,,142,"sealer of the tablet
sub-lessee",ardu,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Saggil[lu],,,Male,Field,1124,-,-,-,-,-,-,"less probable","CBS 5174+",,"Stolper 1985, no. 13",Murašû,"Legal document","[-].III?.38 Art I",427,Broken/Unclear,,https://cdli.ucla.edu/P261366,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486745,,,140,"land owner",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Šamaš-ahu-iddin,Ninurta-ēṭir,,Male,,1198,-,-,-,-,-,-,"less probable","CBS 12892",,"Stolper 1985, no. 17",Murašû,"Legal document","30.III.31 Art I",434,Nippur,,https://cdli.ucla.edu/P267493,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486757,,,148,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Šamaš-nādin-zēri,Bunene-ibni,,Male,,1234,-,-,-,-,-,-,"less probable","CBS 12861",,"Stolper 1985, no. 19",Murašû,"Legal document","01.III.38 Art I",427,Nippur,,https://cdli.ucla.edu/P267462,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486763,,,151,"scribe (ṭupšarru)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Šamaš-zēru-ibni,[...]šu,,Male,Field,874,-,-,-,-,-,-,"less probable","CBS 12864",,"Stolper 1985, no. 3",Murašû,"Legal document","20.I.[22] Art I",[443],Nippur,Epigraphs,https://cdli.ucla.edu/P267465,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3484101,,,110,"land owner",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Šātabarzānā,[...],,Male,,1107,-,-,-,-,-,-,"less probable","CBS 5174+",,"Stolper 1985, no. 13",Murašû,"Legal document","[-].III?.38 Art I",427,Broken/Unclear,,https://cdli.ucla.edu/P261366,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486745,,,140,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Šiṭā,Nabû-dayyānu,,Male,,1650,-,-,-,-,-,-,"less probable","CBS 12894",,"Stolper 1985, no. 27",Murašû,"Legal document","25.VII.40 Art I",425,Nippur,Seals,https://cdli.ucla.edu/P267495,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486807,,,217,"sealer of the tablet
sub-lessee",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Šumu-iddin,Kāṣiru,,Male,,1201,-,-,-,-,-,-,"less probable","CBS 12892",,"Stolper 1985, no. 17",Murašû,"Legal document","30.III.31 Art I",434,Nippur,,https://cdli.ucla.edu/P267493,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486757,,,148,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
Šumu-iddin,Kāṣiru,,Male,,1231,-,-,-,-,-,-,"less probable","CBS 12861",,"Stolper 1985, no. 19",Murašû,"Legal document","01.III.38 Art I",427,Nippur,,https://cdli.ucla.edu/P267462,,http://www.achemenet.com/fr/item/?/sources-textuelles/textes-par-langues-et-ecritures/babylonien/archives-murasu/3486763,,,151,"witness, regular (mukinnu)",-,"TypeLegal documentSubtypesub-lease contract (ana sūti)"
