Name,Patronym,"Family name",Gender,Owns,"Attestation ID",ind.Name,ind.Patronym,"ind.Family name",ind.Gender,Biography,PID,Probability,"Museum no.",Duplicate,Publication,Archive,Type,Date,"Julian date","Place of writing",Has,"Cdli URL","Nabucco URL","Achemenet URL","Oracc URL","British Museum URL","Tablet ID",Role,Title,"Type and objects"
Marduk-šumu-uṣur,,,Male,,4322,Marduk-šumu-uṣur,-,-,Male,,5308,"highly probable","VAT 68",,"Baker 2004, no. 97",Nappāhu,"Legal document",-,-,"Not mentioned",Drawings,https://cdli.ucla.edu/P372149,https://nabucco.arts.kuleuven.be/item/22123,,,,544,neighbour,-,"TypeLegal documentSubtypeplan"
[...],Kurbanni-Marduk,[...],Male,,4320,[...],Kurbanni-Marduk,[...],Male,,5686,"highly probable","VAT 68",,"Baker 2004, no. 97",Nappāhu,"Legal document",-,-,"Not mentioned",Drawings,https://cdli.ucla.edu/P372149,https://nabucco.arts.kuleuven.be/item/22123,,,,544,broken/unclear,-,"TypeLegal documentSubtypeplan"
[...],[...],,Male,,4323,[...],[...],-,Male,,5752,"highly probable","VAT 68",,"Baker 2004, no. 97",Nappāhu,"Legal document",-,-,"Not mentioned",Drawings,https://cdli.ucla.edu/P372149,https://nabucco.arts.kuleuven.be/item/22123,,,,544,neighbour,-,"TypeLegal documentSubtypeplan"
